subdivision,no_match_count,no_match_area_acres,subdivision_review_count,avg_area_acres
JOHN C WISNIEWSKI & DONNA J WISNIEWSKI,1,1.09,0,1.0897
JOHN ESTEP,1,3.98,0,3.9759
JOHN RAY NOBLES JR & PENELOPE M NOBLES,1,0.15,0,0.1464
JOHNNIE R GUINN S/D,1,0.7,0,0.7048
JOHNNY & LISA SMITH PROPERTY,1,2.43,0,2.4303
"Johnny D. Sossoman, Jr. Property",1,1.03,0,1.0339
JOHNSON R MORRISON II & WF LITA B MORRISON PROPERT,1,2.45,0,2.4451
JONES LEE PHARR,1,2.51,0,2.5113
"JORDAN, THOMAS & CARTER",1,3.08,0,3.0843
JOSEPH PHILIP CARTER PROPERTY,1,1.11,0,1.1074
JOSEPHINE DAYVAULT ESTATE BLK B/ WOOD ACRES,1,0.54,0,0.5429
JOSHUA & JESSICA MORRISON,1,6.15,0,6.1522
julia c patterson estate property,1,0.64,0,0.6421
JULIA LAWING,1,0.1,0,0.0974
JZN PROPERTIES LLC,1,0.58,0,0.583
KA-NO-CA PARK,1,0.43,0,0.4278
KA-NO-CA PARK BLK E,1,0.24,0,0.2388
KAHN CONSTRUCTION,1,1.53,0,1.5327
KANN NE SEC I,1,0.31,0,0.306
KANN SUB SE SEC 2,1,1.14,0,1.1361
KANN SUB SW SEC 5,1,0.28,0,0.2763
KANN. BLK C,1,0.22,0,0.2184
KANN. SUB SECT1 BLK D,1,0.78,0,0.7812
KANN. SUB.,1,0.25,0,0.2547
KANN. SUBD. 2,1,0.17,0,0.1657
Kann.& Davidson,1,0.48,0,0.4791
KANNAPOLIC,1,0.32,0,0.3237
KANNAPOLIS  SW  SEC 2,1,0.24,0,0.2446
KANNAPOLIS  SW SEC 2,1,0.41,0,0.4137
KANNAPOLIS BLK B SECT 1,1,0.3,0,0.3017
KANNAPOLIS DIXIE YOUTH LEAGUE,1,4.47,0,4.468
KANNAPOLIS GATEWAY BUSINESS PARK REDI,1,0.81,0,0.8125
KANNAPOLIS GATEWAY BUSINESS PARK REDIV.,1,1.63,0,1.6314
KANNAPOLIS SE,1,0.41,0,0.4084
KANNAPOLIS SE BOK B SECT 1,1,0.33,0,0.3301
KANNAPOLIS SUB NW SECT 5,1,0.19,0,0.1889
KANNAPOLIS SUB SE SECT I,1,0.28,0,0.2835
KANNAPOLIS SUB SECT V,1,0.15,0,0.154
KANNAPOLIS SUB.,1,0.23,0,0.2324
KANNAPOLIS SUB. BLK D S.W. SECT II,1,0.23,0,0.2337
KANNAPOLIS SUB. BLK F,1,0.17,0,0.1667
KANNAPOLIS SUB. BLK J SE SECT V,1,0.2,0,0.2003
KANNAPOLIS SUB. BLKD SW SECT II,1,0.23,0,0.2284
KANNAPOLIS SUB. SE SECT V,1,0.28,0,0.2824
KANNAPOLIS SUB. SECT V,1,0.15,0,0.1531
KANNAPOLIS SUBD,1,0.18,0,0.1755
KANNAPOLIS SUBD SW SEC 4,1,0.15,0,0.1543
KANNAPOLIS SUBD SW SEC VI,1,0.23,0,0.2342
KANNAPOLIS SUBDIV. BLK A,1,0.45,0,0.4514
KANNAPOLIS SUBDIVISION SW SEC 5,1,0.79,0,0.785
KANNNAPOLIS GATEWAY BUSINESS PARK,1,2.51,0,2.5081
KANNPOLIS II CONDOMINIUM,1,0.22,0,0.2204
KANNPOLIS SUB SE SECT 4,1,0.48,0,0.4835
KANNPOLIS SUB. BLK D,1,0.17,0,0.1704
KEATON GLENN TOWNHOMES,1,0.02,0,0.0215
KELLSWATER BRIDGE,1,0.19,0,0.1881
KELLSWATER BRIDGE PH 1A,1,0.15,0,0.147
KELLSWATER FNL PLAT PH2B MP6,1,0.16,0,0.1559
KELTON & ALEXIS MCGEE PROPERTY,1,0.59,0,0.5946
KENNETH G. & ELEANOR S. GRIFFITH,1,3.21,0,3.2065
KENSINGTON FOREST PH 1 MAP 1,1,0.3,0,0.299
KENSINGTON FOREST PH2 M1,1,1.24,0,1.2432
KENSINGTON FORREST PH2 M2,1,0.54,0,0.539
KEVIN KIRK,1,0.01,0,0.0136
KIDS R KIDS CHILD CARE,1,2.44,0,2.4418
KINGS DRIVE,1,0.47,0,0.4741
KLUTTZ-NC HWY 49,1,0.75,0,0.7477
KRIMMINGER AVE AE,1,0.36,0,0.3639
KWICK CASH PAWN,1,0.15,0,0.1503
KWICK KASH PAWN,1,0.33,0,0.3304
L & S PROPERTIES OF MT PLEASANT LLC,1,0.95,0,0.9519
L A LENTZ,1,0.2,0,0.2031
L A LIPE EST,1,35.53,0,35.5283
L H SIDES,1,0.25,0,0.2475
L. A. LIPE ESTATE,1,30.64,0,30.6436
L.H. Sides,1,0.24,0,0.2415
L.T. Hartsell Prop,1,0.38,0,0.3787
L.T. Hartsell Prop.,1,0.38,0,0.3808
LAKE CONCORD,1,12.16,0,12.1574
LAKE CONCORD PROFESSIONALBUILDING,1,0.98,0,0.981
Lake View,1,0.28,0,0.2768
LAURA L GRAY,1,0.43,0,0.432
LAUREL PARK PH 1 MAP 5,1,0.25,0,0.252
LAUREL PARK PH 5 MAP 4 LT 545,1,0.8,0,0.7967
LAUREL PARK PH1 MAP 6,1,0.3,0,0.3011
LAUREL PARK SUBDIVISION PHASE 2D MAP 19,1,0.32,0,0.3173
LAUREL PARKCCCCCCCCC,1,0.29,0,0.2947
Lauringood park,1,0.26,0,0.2555
LAURINGOOD PARK  BLK B,1,0.56,0,0.5647
LAURINGWOOD PARK,1,0.2,0,0.2026
LEE'S FARM PH 1,1,0.59,0,0.5936
LEE AVE,1,0.48,0,0.4783
LEGACY CONCORD,1,45.04,0,45.0403
LELIA S & GOSEPH D GLASS JR,1,0.53,0,0.5299
LEONARD & ELAINE NEWSOME PROPERTY,1,0.31,0,0.3108
LEPHILLIP PARK,1,0.78,0,0.7769
LESLIE C & ELIZABETH BARRINGER,1,3.79,0,3.7892
lewi c & frank L ridenhour,1,0.27,0,0.2692
LIBERTY VIEW,1,0.14,0,0.1357
LINCOLN HEIGHTS,1,0.22,0,0.2167
LINCOLN HEIGHTS SUB.,1,0.34,0,0.3401
LINCOLN PARK,1,0.13,0,0.1275
LINKER EST,1,0.23,0,0.2323
LITAKER FARM,1,0.74,0,0.7395
LITTLE PROPERTIES/MIDLAND LLC,1,11.34,0,11.3365
LOCKE COTTON MILL COMPANY,1,0.12,0,0.1225
Locke Cotton Mills,1,0.07,0,0.0693
LOCKE COTTON MILLS CO BLK P,1,0.13,0,0.1285
LOCKE COTTON MILLS COMPANY,1,0.22,0,0.2155
LOCKE COTTON MILLS COMPANY PROPERTY BLK K,1,0.39,0,0.3885
"LOGAN GARDENS, LLC & DAY CARE",1,4.03,0,4.0312
LONG ISLAND MHP,1,3.19,0,3.1909
LORI GREGORY,1,1.12,0,1.123
LOT # 3 N LITTLE TEXAS ROAD,1,0.29,0,0.287
LOT #3 N LITTLE TEXAS ROAD,1,0.27,0,0.2653
LOT #3 OAKMONT BUSINESS PARK,1,22.28,0,22.2794
"LOT 2, EDISON SQUARE",1,0.53,0,0.5271
LOT 4 KINGS GRANT  NE QUADRANT PHASE 1 MAP 3,1,3.42,0,3.4233
LOT 6 PROPERTY OF HOME REALTY CO.,1,0.41,0,0.4104
LOT 7 BISCAYNE INDUSTRIAL PARK,1,0.36,0,0.3611
LOTS 4-8 LUVINE HILLS SEC 2 REV,1,0.78,0,0.7844
LOWRANCE & BRASWELL,1,0.42,0,0.4238
LOWRANCE & BRASWELL PROPERTY,1,0.65,0,0.646
LT 2 COLLEGE PARK MINOR S/D LTS 84 & 85,1,26.12,0,26.117
LT 2 EXCEPTION  SUB. LINDA RENEE OWENS,1,0.18,0,0.1761
LT 64 BEDFORD FARMS PH 1 MAP 2 REVISED,1,0.31,0,0.3134
LT 7 BISCAYNE INDUSTRIAL PARK,1,0.29,0,0.2864
LT D NOLIM PROPERTY,1,10.82,0,10.8169
LTS 13-14 J WESLEY PARK & 6.218AC,1,7.09,0,7.0858
LUcinda long estate,1,0.75,0,0.7547
LUCINDA LONG ESTATE,1,0.63,0,0.6268
LUCY AVE/WEAKS PARK,1,0.43,0,0.4264
LUCY AVENUE NW,1,0.16,0,0.1586
LUCY HELENA HOWELL CEMETERY,1,0.46,0,0.4559
LUISA C BEARD,1,3.27,0,3.2744
M B GOODNIGHT DIV,1,0.62,0,0.6179
M S TUTTLE PROPERTY,1,1.06,0,1.0581
M.N petrea,1,0.36,0,0.3582
MAGNOLIA CROSSING,1,15.28,0,15.2793
MAGNOLIA CROSSING  Ph 2 Mp 2,1,0.28,0,0.2769
MAGNOLIA CROSSING PH 2 MAP 1,1,0.13,0,0.1257
MAGNOLIA CROSSING PH 2 Map 2,1,0.13,0,0.1261
MAGNOLIA CROSSING ph 2 Mp 2,1,0.15,0,0.1481
MAGNOLIA SPRINGS PH 2 MP 1,1,0.13,0,0.1269
MAGNOLIA SPRINGS PH1-M1,1,0.14,0,0.1389
MAIN STREET CONDOMINIUM PHASE II THE REARDON BLDG,1,0.14,0,0.1356
MALLARD PINTE ESTATES MAP 12,1,0.98,0,0.9803
MALLARD POINTE ESTATE MAP 12,1,0.43,0,0.4308
MALLARD POINTE ESTATES MA 11,1,0.18,0,0.1807
MALLARD POINTE ESTATES MAP6,1,0.19,0,0.185
Manchester Place,1,0.21,0,0.2097
"MANCHESTER PLACE ,Ph 2 ,Map 4",1,0.24,0,0.2393
"Manchester Place ,PH 2, MAP 6",1,0.23,0,0.2265
MANCHESTER PLACE PH 2 Map 1,1,0.33,0,0.3312
MANCHESTER PLACE ph 2 map 2 3,1,0.29,0,0.2931
MANCHESTER PLACE Ph 2 map 4,1,0.21,0,0.206
"MANCHESTER PLACE Ph 2, Map4",1,0.21,0,0.2052
"MANCHESTER PLACE, Ph 2 ,Map 6",1,0.51,0,0.5131
"MANCHESTER PLACE, PH 2, Map 4",1,0.24,0,0.2429
"MANCHESTER PLACE, PH 2, MAP 4",1,0.28,0,0.2816
"MANCHESTER PLACE, PH 2, Map 6",1,0.4,0,0.3952
"MANCHESTER PLACE, PH2, MAP4",1,0.33,0,0.332
"MANCHESTER PLACE,MAP 2 , MAP 4",1,0.2,0,0.1968
"MANCHESTER PLACE,MAP 2 ,MAP4",1,0.21,0,0.2145
"MANCHESTER PLACE,MAP 2, MAP4",1,0.2,0,0.2008
"MANCHESTER PLACE,Ph 2 , Map 6",1,0.39,0,0.3861
"MANCHESTER PLACE,PH 2, Map 6",1,0.33,0,0.3261
"MANCHESTER PLACE,PH 2,MAP 4",1,0.32,0,0.3228
"MANCHESTER PLACE,PH, MAP 4",1,0.22,0,0.2229
"MANCHESTER PLACE,ph2, Map 4",1,0.22,0,0.2248
"MANCHESTER PLACE,PH2, MAP 4",1,0.22,0,0.2202
"MANCHESTER PLACEMAP 2, MAP4",1,0.21,0,0.2063
MAREBA HEIGHTS DIV,1,0.92,0,0.9184
MARGARET ANN STALLING,1,1.33,0,1.328
MARGARET C LINKER,1,1.18,0,1.181
Margaret C. Linker,1,0.47,0,0.4693
Margie A. Menius,1,0.37,0,0.3746
Margie Menius,1,0.39,0,0.386
MARIE BROWN MORRISON IRREVOCABLE TRUST,1,2.54,0,2.5426
MARIETTA PLACE,1,0.48,0,0.482
MARKETPLACE @ CONCORD MILLS,1,2.24,0,2.242
MARTHA R FURR,1,1.37,0,1.3722
MARTHA R FURR& JA FURR,1,2.34,0,2.3399
MARTHA R. FURR EST.,1,0.53,0,0.5292
MARTIN MARIETTA MATERIALS,1,9.25,0,9.2474
MARTIN PROPERTY,1,1.02,0,1.021
MARVIN M. STALLING & WIFE HELEN,1,4.99,0,4.9857
Mary Diana Harris,1,0.36,0,0.3617
MARY DIANA HARRIS,1,0.28,0,0.2839
MARY L GILMER ESTATE,1,0.45,0,0.4454
MATTIE L WINECOFF,1,0.23,0,0.2333
MCCACHREN & SIMS RECOMBINATION,1,1.28,0,1.2828
MCCACHREN RECOMBINATION,1,10.21,0,10.2099
MCCLAIN HEIGHTS,1,1.72,0,1.7188
MCLAIN RD,1,2.27,0,2.273
MEADOW CREEK ASSOC.,1,0.05,0,0.0543
MEADOW PARK ANNEX,1,0.25,0,0.2485
meadowcreek,1,1.54,0,1.5435
METROLAND PROPERTY LP,1,1.82,0,1.8153
MICHAEL BALCONI,1,4.68,0,4.6795
MICHAEL RAYMOND & BARBARA MORTON PROPERTY,1,0.64,0,0.6394
MICHAEL TODD MCDANIEL  MINOR SUBDIVISION,1,0.26,0,0.2648
MICHAEL W CHISHOLM,1,0.37,0,0.3654
MICHEAL W CHISHOLM,1,0.44,0,0.4351
MIDLAND,1,0.12,0,0.1202
MIDLAND FIRE AND RESCUE,1,9.94,0,9.9351
MIDLAND NC,1,0.05,0,0.0453
MILES EDWARD LITTLE & JAMES ANTHONY LITTLE,1,15.92,0,15.921
MILES&CAROL LITTLE/JAMES LITTLE/JENNIFER MOOSE,1,1.0,0,1.0035
MINI STORAGE ON UNION ST,1,3.75,0,3.7539
MINOR SUB WADE N CARTER SR,1,3.18,0,3.1782
MINOR SUBDIVISION PROPERTY OF DEBRA P EDWARDS,1,0.14,0,0.1379
Mitchell W. Furr Prop,1,2.68,0,2.6811
Mitchell W.Furr Prop.,1,2.44,0,2.4366
MORNINGSTAR,1,2.95,0,2.9488
MORNINGSTAR GROUP PROP,1,17.56,0,17.5554
MORNINGSTAR GROUP PROP.,1,3.7,0,3.6997
MORRIS-TARLTON ADD. DIVISION M,1,0.76,0,0.7596
MORRISON & SHERRIE TAYLOR,1,0.2,0,0.1978
MOSES RUSSELL,1,0.34,0,0.3407
MOSES RUSSELL PROP &,1,0.23,0,0.2327
MOSES RUSSELL PROPERTY,1,0.25,0,0.2494
Mosses Russell,1,0.36,0,0.3563
MOUNT VERNON HEIGHTS BLK D,1,0.78,0,0.7806
MOUNTAIN BROOK SECT ONE,1,0.91,0,0.9057
MPC DAVIDSON HIGHWAY INDUSTRIAL,1,12.79,0,12.7915
MRS A A ODELL,1,0.21,0,0.2131
Mrs Anna Rogers,1,0.43,0,0.4256
MRS GEORGE C HAGLER PROPERTY,1,0.69,0,0.6931
MRS GEORGE C HEGLAR PROPERTY,1,0.31,0,0.3071
MRS LAURA TYLER PROPERTY,1,0.8,0,0.8
MRS NANNIE FISHER DEAL,1,0.84,0,0.845
MT PLEASANT COLLEGE,1,0.34,0,0.3396
MT. OLIVET ADD. TO ROYAL OAKS,1,0.35,0,0.3517
Mt. Olivet Addition REDIV.,1,0.18,0,0.1791
MT. OLIVET ADDTN TO ROYAL OAKS,1,0.33,0,0.334
MT. OLIVET RD ADD.,1,0.29,0,0.2903
MT. OLIVET RD. ADD. TO ROYAL OAKS,1,0.48,0,0.4804
MURDOCK HOLDINGS,1,16.3,0,16.3047
Myrtle Patterson,1,1.16,0,1.1598
Mytle Patterson,1,0.9,0,0.9044
N A TREXLER,1,0.31,0,0.306
N LITTLE TEXAS ROAD,1,2.98,0,2.9817
N T WILKINSON,1,0.27,0,0.2669
N T WILKINSON DEV,1,0.26,0,0.2559
N T WILKINSON PROPERTY,1,0.2,0,0.2
NANCY PHARR HAINES,1,0.07,0,0.0741
NAPA VALLEY @MOSS CREEK,1,0.11,0,0.1063
NEST COMMUNITIES,1,13.42,0,13.4181
NEW HILCO TRANSPORT FACILITY,1,7.94,0,7.943
NEW TEXAS BLK D,1,0.28,0,0.2774
NEW WEST VILLAGE,1,0.14,0,0.1431
NEWMAY LLC,1,0.28,0,0.2788
NEWMAY LLC TRACT,1,0.17,0,0.1723
NIGH TOWN,1,0.18,0,0.1766
NO NAME,1,2.23,1,2.2268
NO SUBDIVISIONAUSTIN CORNERS,1,0.28,1,0.2808
NORTHGATE  ESTATES,1,1.41,0,1.4104
NT WILKINSON,1,0.19,0,0.1932
NT WILKINSON BLK C,1,0.13,0,0.1298
OAK CREST,1,10.35,0,10.3501
OAK PARK TOWNHOMES,1,0.96,0,0.9632
OAK RIDGE S/D,1,7.1,0,7.0974
OAKDALE PARD,1,0.51,0,0.5062
Oakleaf Condominium,1,2.43,0,2.4253
ODELL BUSINESS CENTER CONDOMINIUM BUILDING #45,1,0.04,0,0.0371
OLDENBURG  PH 11,1,0.61,0,0.6143
OM3 LLC,1,1.76,0,1.7567
OREILLY AUTO PARTS,1,1.06,0,1.0571
ORIELLY AUTO PARTS,1,2.96,0,2.9606
ORVILLE DEAN & ROBIN ELIZABETH BEEMAN TCT,1,1.69,0,1.6931
OSCAR GENE COLEMAN II & WIFE VICTORIA A. COLEMAN,1,1.03,0,1.0255
OVERBROOK ESTATES,1,2.53,0,2.5279
OXFORD COMMONS-PRIVATE STREET,1,1.3,0,1.3003
P/O JANE H VONCANNON PROPERTY,1,5.37,0,5.3713
P/O LT 18 REALTICORP,1,0.82,0,0.8226
P/O LT 2 J.F. BARNHARDT,1,0.3,0,0.3016
P/O LT 4 FRANK STEPLETON,1,0.63,0,0.6303
P/O TR 4 ROSENBALM PARCELS,1,0.42,0,0.4225
PAPER STREET - DAYVAULT PARK AND BROOKLYN PARK,1,0.05,0,0.0546
PARish lands,1,0.17,0,0.1748
PARK PLACE S,1,0.08,0,0.077
PARK VIEW ESTATES PH 2,1,1.12,0,1.1239
PARK VIEW ESTATES PH2,1,1.77,0,1.7712
PARKDALE,1,0.42,0,0.4198
PARKSDALE ADD,1,1.03,0,1.0339
PARKSDALE ADD BLK D,1,0.46,0,0.4567
PARKSDALE ADDN,1,0.33,0,0.3292
PARKSDALE BLK A,1,0.3,0,0.2953
PARKWOOD COUNTRY CLUB,1,0.35,0,0.3485
PARKWOOD COUNTRY CLUB PROP. 48/95 REV.,1,0.31,0,0.3107
PARKWOOD LAKE  BLK B,1,1.6,0,1.5991
PARKWOOD LAKE BLK B,1,0.74,0,0.7394
PARKWOOD LAKE BLK D,1,0.44,0,0.441
Partridge,1,11.69,0,11.6873
PARTRIDGE BLUFF& LT REAR,1,2.33,0,2.328
PATRICIA L MCCARVER PROPERTY,1,1.0,0,0.997
PAUL B HILEMAN ESTATE,1,3.06,0,3.0586
PAVILION AT KINGS GRANT,1,1.26,0,1.2645
PBH  BEHAVIORAL HEALTHCARE,1,1.03,0,1.0296
PEIGLER & GROFF STREETS,1,0.78,0,0.7774
PELHEM POINTE PH 1 REV,1,1.32,0,1.3162
PETER & KASSI FIEGL,1,0.89,0,0.8925
PETERSBURG,1,0.3,0,0.2968
Petrea Heights,1,0.23,0,0.2328
PEtrea hts,1,0.52,0,0.5158
PETREA HTS BLK D,1,0.29,0,0.2933
PHARR REALTY,1,1.45,0,1.4456
PIEDMONT BEHAVIORAL HEALTHCARE,1,1.24,0,1.2421
PIEDMONT NATURAL GAS PROPERTIES,1,13.62,0,13.6172
PIedmont preservation,1,0.29,0,0.2946
PIedmont Preservation,1,0.42,0,0.4175
PIERCE,1,0.28,0,0.2813
PINE CIRCLE DR NW,1,0.28,0,0.2808
Pine Creek,1,9.75,0,9.7517
PINE CREEK PH 1,1,3.92,0,3.9172
PINE CREEK PH II,1,1.66,0,1.6617
"PINE CREEK PHII Recomb. 29,30,31",1,2.24,0,2.2364
"PINE CREEK PHII Recomb.29,30,31",1,2.32,0,2.3245
PINE CREEKPH II,1,1.04,0,1.0398
PINEBLUFF ESTATES,1,1.82,0,1.8206
PITTS SCHOOL ROAD SUBSTATION LOT,1,3.85,0,3.8531
PLAT 1024/1026 KENTUCKY AT,1,0.21,0,0.2067
PLAT 1024/1026 KENTUCKY ST,1,0.5,0,0.5029
PLAT 1411 & 1413 MEADOW AVE,1,0.36,0,0.3578
PLAT 2688 S RIDGE AVE,1,0.51,0,0.5084
PLAT 357 LINCOLN ST SW,1,0.15,0,0.1538
PLAT 6.014 AC - EXECUTIVE PARK DR,1,3.0,0,2.9952
PLAT ANN & WALKER ST,1,0.42,0,0.416
PLAT FOR 540 SOUTH HALIFAX ST,1,0.8,0,0.7955
PLAT FOR 550 SOUTH HALIFAX ST,1,1.07,0,1.0749
PLAT FOR JOHN R TRIECE & AILEEN J TRIECE,1,0.58,0,0.5838
PLAT JACKSON TERRACE SW,1,0.62,0,0.6162
PLAT OF #451 OLD CHARLOTTE RD SW,1,0.43,0,0.433
PLAT OF DIXIE PARK,1,0.27,0,0.2653
"PLAT OF LOTS 72-77, P/O 78-80",1,0.3,0,0.3038
PLAT OF RECOMBINATION OF 11 PARCELS,1,4.05,0,4.0541
PLEASANT AVENUE TRAILER PARK,1,3.37,0,3.3745
PLUMMER/STALLINGS-HICKORY RD,1,1.16,0,1.1627
POKORNY INV LLC,1,1.98,0,1.9847
POPLAR CROSSING PH 1 MAP 1,1,8.16,0,8.1578
POPLAR CROSSING PH 1 MAP 2,1,4.85,0,4.8478
POPLAR GROVE BAPTIST CHURCH INC,1,8.32,0,8.3161
POPLAR TENT PRESBYTERIAN CHURCH,1,16.47,0,16.468
POPLAR TENT RD NEW LIFE FELLOWSHIP CHURCH,1,15.61,0,15.6117
POUNDS,1,0.24,0,0.244
Pretrea Div.,1,0.17,0,0.1673
PRIMROSE PRIMARY ACADEMY,1,1.21,0,1.2107
PROJECT GRAND AT THE GROUNDS AT CONCORD,1,60.33,0,60.3331
PROJECT HERCULES,1,90.74,0,90.7413
PROPERTY MANAGEMENT AND RENOVATION,1,0.25,0,0.2548
PROPERTY OF HOME REALTY CO.,1,0.41,0,0.4145
PROPERTY OF PP&i LLC,1,0.24,0,0.24
PROPERTY OF RALPH TEAL (REVISED PLAT),1,0.4,0,0.404
PROPERY OF CALVARY BAPTIST CHURCH KANNAPOLIS INC,1,3.33,0,3.3261
PROPST,1,0.31,0,0.3089
PT,1,0.44,0,0.4397
PT LRME 912,1,5.13,0,5.1316
PT QUAY RIDGE,1,3.84,0,3.84
PUBLIC HEALTH AUTHORITY OF CABARRUS COUNTY,1,2.93,0,2.9334
QUEBEC COURT,1,0.73,0,0.7265
QUIKTRIP STORE #1003,1,3.56,0,3.5615
QUIKTRIP STORE 1012 (REV),1,2.35,0,2.3452
R B LEE JR,1,2.0,0,1.9969
R B LEE JR ESTATE,1,24.09,0,24.0928
R C CONNOR,1,0.66,0,0.6607
R C LITAKER,1,0.38,0,0.3767
R O WALTER DIVISION,1,0.22,0,0.2241
R V CALDWELL PROP,1,0.35,0,0.3525
R V CALDWELL SUBD,1,0.28,0,0.2769
R W ALLISON ESTATE,1,1.19,0,1.1912
R W ALLISON PROPERTY,1,0.17,0,0.1742
R W BARRETT,1,0.34,0,0.3362
R. B. LEE JR ESTATE,1,64.55,0,64.5494
R.B.LEE JR ESTATE,1,30.01,0,30.011
R.F. SHINN INC,1,5.8,0,5.8027
R.W. Barret Prop,1,0.61,0,0.6119
RABON ESTATES,1,0.51,0,0.5142
RANDALL MORRISON,1,1.91,0,1.9064
RAY G & JUDY L WHITE,1,0.58,0,0.5825
RAY GILBERT & JUDY L WHITE,1,0.59,0,0.59
RAYMOND & RANDY PORTER,1,4.21,0,4.2077
RAYMOND & VIAR,1,3.79,0,3.7885
"RAYMOND, VIAR & MORTON",1,1.65,0,1.6457
"RE-PLAT LT 3B LAKEPOINTE CORP CENTER, LLC",1,1.86,0,1.8625
REALTICORP  PH III,1,1.85,0,1.8519
REALTICORP PH III,1,1.07,0,1.0707
REBECCA K BIAB,1,0.28,0,0.2793
REBECCA L BOAN,1,1.77,0,1.7721
Rec. Union Rosegay Dev.,1,0.19,0,0.1943
RECOMB 107 WAYNE AVE,1,0.36,0,0.3592
RECOMB 18.719 AC - ODELL SCHOOL RD,1,1.03,0,1.0313
RECOMB GULLEDGE/PKWD,1,0.21,0,0.2069
RECOMB MIRIAM P CARAWAY,1,1.44,0,1.4438
RECOMB PLAT ANN & WALKER ST,1,0.39,0,0.3864
RECOMB PLAT CITY OF CONCORD,1,0.25,0,0.2452
RECOMB PLAT FOR EVERETTE & CLAIRE M PIGG ESTATE,1,6.83,0,6.8293
RECOMB PLAT FOR MISENHEIMER & ENSLEY PROP,1,4.09,0,4.0908
RECOMB WF WINECOFF,1,0.22,0,0.2235
RECOMB. COPPERFIELD MEDICAL PARK,1,2.62,0,2.6169
RECOMB. FAIRVIEW FLEX OFFICE SPACE,1,0.49,0,0.4862
RECOMB. KANNAPOLIS SUB.,1,1.81,0,1.8125
RECOMB. OF KELLSWATER BRIDGE PH 1B MAP 3,1,0.9,0,0.899
Recomb. Robert Arthur III,1,0.49,0,0.4936
Recomb. Robert P. Arthur III,1,0.3,0,0.299
Recomb. Union-Rosegay Dev.,1,0.4,0,0.3966
Recomb.Robert Arthur III,1,0.48,0,0.4752
RECOMBIN FOR LOCUST GOLF ASSOC LLC & RYAN PIGG,1,0.05,0,0.0536
RECOMBINATION OF GARY  W LATON LLC PROPERTY,1,0.21,0,0.2099
RECOMBINATION OF GARY W LATON LLC PROPERTY,1,0.21,0,0.2081
RECOMBINATION OF NEW GRACE BAPTIST CHURCH,1,7.21,0,7.2123
RECOMBINATION OF THE LANDS AMBROSE CUBED LLC,1,0.71,0,0.7067
RECOMBINATION PLAT OF 7 PARCELS,1,2.49,0,2.4857
RECOMBINATION PLAT OF GARY W  LATON LLC PROPERTY,1,0.18,0,0.1797
RECOMBINATION PLAT OF SPEEDWAY BOULEVARD,1,21.37,0,21.3722
REDWOOD DAVIDSON,1,19.19,0,19.1896
REECE E FURR,1,0.25,0,0.2536
REECE E FURR & CARL F FURR,1,0.35,0,0.3474
RETRACEMENT SURVEY OF 800 N MAIN ST,1,7.08,0,7.0795
REV LT 24  N T WILKINSON,1,0.2,0,0.1956
REV LT 24 N T WILKINSON,1,0.24,0,0.2436
REV PLAT AZALEA AVENUE,1,0.33,0,0.3314
REVISED J.C. LOWE BLK C,1,0.35,0,0.3525
REVISED LAUREL PARK SUB PH 5 MAP2,1,0.29,0,0.2851
REVISED LAUREL PARK SUB. PH 5 MAP 1 SHEETS 1 & 2,1,0.38,0,0.3805
REVISION FOR ROCKY RIVER TOWNHOMES,1,0.07,0,0.0709
REVISION OF OUTPARCEL 2,1,0.68,0,0.6766
REVISION PLAT PROPERTY OF ALLEN LEE EUDY,1,0.21,0,0.2076
REYES & CALLAHAN,1,1.14,0,1.1352
RICHARD A CRAVEN & CATHLEEN A CRAVEN PRO.,1,14.07,0,14.0742
Richard Roberts,1,0.24,0,0.2404
Richard Roberts Recomb.,1,0.23,0,0.2302
Richmond Heights,1,0.26,0,0.2583
RIVERSIDE MHP,1,28.22,0,28.2152
RM EFIRD,1,0.38,0,0.3753
ROBERT CALDWELL HEIRS,1,0.35,0,0.3465
ROBERT E. LEE ALLMAN PROPOSED STRIP MALL,1,2.24,0,2.2381
ROBERTA FARMS PH1,1,0.02,0,0.0202
ROBERTA WOOD,1,0.04,0,0.0351
ROBERTA WOODS PH 1,1,0.17,0,0.1683
ROCKLAND BLK A &,1,0.35,0,0.3494
ROCKWOOD BLK D,1,0.14,0,0.14
ROCKWOOD PLAT 5,1,0.45,0,0.4494
ROCKY RIVER PROJECT LLC,1,3.2,0,3.2024
RODGERS,1,2.73,0,2.728
Rodgers Annex,1,0.12,0,0.1236
RODGERS PROP.,1,0.45,0,0.4513
Roger Annex,1,0.89,0,0.892
ROGERS PROP.,1,0.47,0,0.4738
RONALD & SUSAN THREADGILL,1,1.44,0,1.4445
ROOMS TO GO,1,3.33,0,3.3327
Roy Fisher Prop.,1,0.45,0,0.4458
ROYAL OACKS,1,0.45,0,0.4537
ROYAL OAKS  BLK 37,1,0.44,0,0.4401
ROYAL OAKS BLK 26,1,0.34,0,0.3395
ROYAL OAKS BLK 32,1,0.4,0,0.3959
ROYAL OAKS BLK 34,1,0.49,0,0.4928
ROYAL OAKS BLK 37,1,0.29,0,0.2924
ROYAL OAKS DEVELOPMENT BLK 1,1,0.22,0,0.2178
RYAN COCHRAN & JESSICA COCHRAN,1,3.8,0,3.7986
S FRANK DAVIS SUBDIV,1,0.01,0,0.0102
